,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
14998,14999,X,O,0.05215300992131233,0,-1.0,-0.956,0.8
15248,15249,X,O,0.07617316395044327,0,-1.0,-0.86,0.8
15498,15499,X,O,0.06735878437757492,0,-1.0,-0.892,0.8
15748,15749,X,O,0.0897756963968277,0,-1.0,-0.9,0.8
15998,15999,X,O,0.043653056025505066,0,-1.0,-0.952,0.8
16248,16249,X,O,0.04536326229572296,0,-1.0,-0.892,0.8
16498,16499,X,O,0.0715610682964325,0,-1.0,-0.916,0.8
16748,16749,X,O,0.07304802536964417,0,-1.0,-0.928,0.8
16998,16999,X,O,0.09293274581432343,0,-1.0,-0.956,0.8
17248,17249,X,O,0.04362613707780838,0,-1.0,-0.932,0.8
17498,17499,X,O,0.054617345333099365,0,-1.0,-0.984,0.8
17748,17749,X,O,0.09182687103748322,0,-1.0,-0.936,0.8
17998,17999,X,O,0.04203115403652191,0,-1.0,-0.884,0.8
18248,18249,X,O,0.053558241575956345,0,-1.0,-0.984,0.8
18498,18499,X,O,0.05526678264141083,0,-1.0,-0.884,0.8
